time_s,piston_pos_mm,inlet_air_pressure,inlet_air_flow,outlet_water_pressure,outlet_water_flow
0.42500,4.072331,-5.717090,-2.889370,40.628842,3.130887
0.43000,4.115516,-5.526833,1.719271,40.200590,3.273407
0.43500,4.158539,-5.620230,-2.785166,42.826523,3.262048
0.44000,4.201397,-6.003609,-5.099057,44.485792,3.455046
0.44500,4.244089,-6.342797,-3.789419,40.789888,3.435323
0.45000,4.286614,-6.446029,-1.393241,42.471551,3.399075
0.45500,4.328970,-6.858792,-10.041325,44.923274,3.499968
0.46000,4.371155,-6.348552,-12.823494,46.582229,3.430491
0.46500,4.413167,-6.450916,-12.544599,46.066525,3.601418
0.47000,4.455005,-5.816374,-3.579034,46.653624,3.527031
0.47500,4.496667,-6.476573,-8.049784,47.426537,3.617581
0.48000,4.538152,-6.318760,-7.812090,48.062609,3.461501
0.48500,4.579457,-6.146903,-6.137150,49.862888,3.657242
0.49000,4.620582,-7.536314,-3.335888,49.200874,3.485256
0.49500,4.661524,-7.087655,-8.145114,47.571398,3.482423
0.50000,4.702282,-6.978428,-9.822431,49.005459,3.687836
0.50500,4.742855,-6.891466,-8.510781,50.334258,3.660383
0.51000,4.783240,-7.476851,-3.375975,49.663899,3.799273
0.51500,4.823436,-6.705574,-7.203782,50.829273,4.040137
0.52000,4.863442,-6.746926,-3.978529,51.035519,3.764616
0.52500,4.903256,-6.975626,-2.260306,51.342200,3.818186
0.53000,4.942877,-6.961394,-7.446666,53.483648,3.934157
0.53500,4.982302,-7.764460,-9.674160,52.718409,3.996013
0.54000,5.021531,-6.890903,-11.315522,52.394186,3.962156
0.54500,5.060561,-7.680311,-8.454867,53.331383,3.992524
0.55000,5.099392,-8.272204,-10.500860,54.705519,4.116960
0.55500,5.138021,-7.491121,-5.460252,57.625132,4.132250
0.56000,5.176448,-7.424738,-11.550877,55.937282,4.010332
0.56500,5.214670,-7.945269,-5.534271,57.855113,4.139716
0.57000,5.252686,-8.409876,-7.894335,57.172826,4.185055
0.57500,5.290495,-8.255899,-2.985660,54.547496,4.109855
0.58000,5.328095,-7.896050,-10.612836,57.982725,4.275507
0.58500,5.365485,-8.950154,-5.747310,57.007390,4.197611
0.59000,5.402662,-7.517257,-3.214640,56.883427,4.414996
0.59500,5.439627,-7.584671,-12.574706,57.669926,4.371053
0.60000,5.476377,-8.134030,-4.651803,61.491294,4.394807
0.60500,5.512910,-7.672290,-8.288065,57.997629,4.360767
0.61000,5.549226,-8.238859,-9.770886,59.576350,4.442154
0.61500,5.585323,-8.699799,-12.135230,62.114467,4.287969
0.62000,5.621200,-8.015732,-5.734208,61.984133,4.408701
0.62500,5.656854,-8.100200,-8.395553,59.642270,4.592243
0.63000,5.692285,-8.776283,-7.454789,61.963715,4.376496
0.63500,5.727492,-9.032046,-2.904491,61.929869,4.708156
0.64000,5.762472,-8.906934,-18.213756,62.745738,4.482024
0.64500,5.797225,-8.060735,-2.231190,64.295068,4.766105
0.65000,5.831749,-8.729127,3.428013,63.170427,4.638873
0.65500,5.866043,-7.479562,-6.081104,63.904221,4.834649
0.66000,5.900105,-8.981476,-7.382241,66.425045,4.802627
0.66500,5.933934,-8.505526,-6.177701,62.974570,4.668269
0.67000,5.967529,-8.675322,-2.055467,65.128554,4.979776
0.67500,6.000889,-8.954430,4.330708,66.542566,5.031305
0.68000,6.034011,-8.562253,-8.971233,64.949433,4.912322
0.68500,6.066895,-9.320419,-18.004689,66.093290,4.923235
0.69000,6.099540,-9.035319,-4.340850,65.708791,4.966156
0.69500,6.131944,-9.552603,-5.854129,67.852598,4.915729
0.70000,6.164106,-10.024114,-6.158956,67.352421,5.154383
0.70500,6.196024,-9.131148,-6.368328,69.422521,5.020645
0.71000,6.227698,-9.687581,-14.326170,70.108891,5.100270
0.71500,6.259126,-9.801490,-4.127463,69.372567,5.056022
0.72000,6.290307,-9.061426,-8.304379,69.279143,5.102546
0.72500,6.321240,-9.420387,-4.138346,70.436858,5.066746
0.73000,6.351923,-9.237894,-7.258599,70.601916,5.349780
0.73500,6.382356,-8.722520,-8.932285,69.504954,5.237281
0.74000,6.412536,-9.417094,-12.654027,72.594773,5.377980
0.74500,6.442463,-9.348785,0.497554,71.998047,5.310772
0.75000,6.472136,-10.082367,-5.458980,73.055326,5.267768
0.75500,6.501553,-9.278821,-3.654389,70.920505,5.332156
0.76000,6.530714,-9.317214,1.254466,73.943681,5.336002
0.76500,6.559617,-10.157498,-2.950970,75.779260,5.419826
0.77000,6.588261,-9.487886,-3.974477,74.413661,5.408039
0.77500,6.616645,-9.672367,-14.353878,72.369051,5.441863
0.78000,6.644767,-9.938860,-0.215730,74.500511,5.359789
0.78500,6.672627,-9.856484,-1.242620,74.768309,5.442700
0.79000,6.700224,-8.920982,-9.381180,75.472577,5.714515
0.79500,6.727557,-10.247235,-11.006714,75.317223,5.506649
0.80000,6.754623,-10.158113,-3.165917,76.549050,5.493029
0.80500,6.781423,-10.017227,-5.393145,75.790371,5.656816
0.81000,6.807956,-10.176272,1.246962,76.976500,5.788109
0.81500,6.834219,-10.905169,-10.012149,76.262387,5.525368
0.82000,6.860213,-9.910202,-4.856342,77.553071,5.673666
0.82500,6.885936,-9.835414,-1.911559,78.969561,5.654515
0.83000,6.911387,-9.535764,-2.650011,77.579695,5.564432
0.83500,6.936566,-10.535537,-9.514773,79.298530,5.837139
0.84000,6.961470,-10.865949,-10.254396,77.823219,5.783633
0.84500,6.986100,-10.101666,-6.268047,78.780455,5.815323
0.85000,7.010453,-10.844029,4.392581,79.288371,5.754746
0.85500,7.034530,-10.452360,-7.580493,81.379599,5.897320
0.86000,7.058330,-10.657339,-6.111856,79.353008,5.819179
0.86500,7.081850,-10.445074,-0.652458,82.029129,5.880060
0.87000,7.105092,-10.747784,-2.288409,79.206781,5.804310
0.87500,7.128052,-10.303434,1.502744,81.079869,5.814210
0.88000,7.150731,-11.016876,-6.853972,82.671902,6.090244
0.88500,7.173128,-9.668114,-6.739738,82.744125,5.925928
0.89000,7.195242,-10.373870,-0.613960,81.061231,6.025946
0.89500,7.217072,-10.996810,-4.868886,81.131589,6.013137
0.90000,7.238616,-11.172497,-3.938435,83.925056,5.991908
0.90500,7.259875,-10.879744,-8.014596,81.720943,6.004569
0.91000,7.280848,-11.030658,-6.957672,84.202913,6.137692
0.91500,7.301533,-11.212442,-6.957784,83.215391,6.063277
0.92000,7.321929,-10.313098,-6.273775,84.122355,6.097059
0.92500,7.342037,-10.522137,-6.560593,87.166803,6.132961
0.93000,7.361855,-11.414245,-4.927061,86.565158,6.266872
0.93500,7.381382,-10.756253,-4.994179,86.024386,6.235288
0.94000,7.400618,-11.014774,0.854429,83.704050,6.223338
0.94500,7.419561,-10.727551,3.732669,85.993938,6.146255
0.95000,7.438212,-11.356590,-4.794594,85.965663,6.081765
0.95500,7.456569,-10.215371,2.982974,86.067190,6.332557
0.96000,7.474632,-11.104067,-1.347047,88.041090,6.351320
0.96500,7.492399,-10.328097,-12.431379,84.713757,6.257294
0.97000,7.509871,-11.390036,-2.138267,87.387849,6.342319
0.97500,7.527046,-10.653353,-9.070075,87.430464,6.382763
0.98000,7.543924,-11.290438,1.308580,86.660959,6.403988
0.98500,7.560505,-10.572738,-5.237687,89.844907,6.429055
0.99000,7.576786,-11.373034,3.361656,86.571031,6.306960
0.99500,7.592769,-11.769103,2.779886,88.353244,6.519939
1.00000,7.608452,-11.797482,-4.961743,88.665522,6.258742
1.00500,7.623835,-11.637485,-6.885455,86.231934,6.485084
1.01000,7.638916,-11.141596,1.515336,87.373797,6.463207
1.01500,7.653696,-11.261196,-6.378351,88.157164,6.515974
1.02000,7.668174,-11.391568,-3.100310,90.467307,6.631187
1.02500,7.682349,-11.018745,1.319544,90.886012,6.605959
1.03000,7.696221,-10.799141,-3.164743,90.700290,6.356644
1.03500,7.709789,-11.928647,0.318458,90.507183,6.316040
1.04000,7.723053,-11.107224,5.335969,87.849324,6.580590
1.04500,7.736012,-10.579208,-1.083593,90.917367,6.410473
1.05000,7.748665,-11.828549,0.421324,90.269683,6.524016
1.05500,7.761013,-11.826567,-4.750219,92.469009,6.622247
1.06000,7.773054,-11.438874,-13.271619,92.881847,6.386142
1.06500,7.784788,-11.531076,-1.632833,94.137113,6.351844
1.07000,7.796215,-11.871105,-2.148418,92.531222,6.601289
1.07500,7.807334,-11.693318,0.031080,92.851714,6.591657
1.08000,7.818145,-11.006433,-1.957702,90.861815,6.574232
1.08500,7.828647,-11.314439,-4.558071,92.360915,6.614094
1.09000,7.838840,-12.053310,-4.469090,90.991354,6.535172
1.09500,7.848724,-12.446925,-1.666903,93.690187,6.480635
1.10000,7.858298,-12.210295,-5.569636,91.395540,6.626133
1.10500,7.867562,-11.686286,-7.476521,92.725327,6.555837
1.11000,7.876515,-12.105727,-0.785774,92.177194,6.498623
1.11500,7.885157,-12.143582,-1.896785,92.757126,6.723679
1.12000,7.893488,-11.502348,0.578653,94.012395,6.676411
1.12500,7.901507,-11.936952,-3.885776,92.962290,6.732536
1.13000,7.909214,-11.991015,-2.201996,94.042298,6.601718
1.13500,7.916609,-11.753279,-5.344681,92.745213,6.643603
1.14000,7.923691,-11.247141,-3.143731,95.728117,6.617883
1.14500,7.930461,-11.737992,1.933808,93.456636,6.637296
1.15000,7.936918,-11.588384,5.546186,95.553544,6.753548
1.15500,7.943061,-11.853939,-2.533812,97.018965,6.663153
1.16000,7.948890,-11.248787,0.489128,91.738300,6.784553
1.16500,7.954406,-12.422250,-4.273227,93.573786,6.789954
1.17000,7.959608,-12.387349,-7.173547,94.626104,6.965514
1.17500,7.964496,-12.138915,-3.482208,96.373335,6.629652
1.18000,7.969069,-11.084414,-2.098635,94.530248,6.864269
1.18500,7.973327,-11.294456,-2.334018,95.663746,6.772281
1.19000,7.977271,-12.409571,-4.287218,94.458278,6.785461
1.19500,7.980900,-12.147795,-0.256884,96.092216,6.646991
1.20000,7.984214,-11.731463,3.678593,94.088642,6.751170
1.20500,7.987212,-11.938633,-3.064889,96.612576,6.876472
1.21000,7.989896,-11.601218,0.819437,92.170331,6.798264
1.21500,7.992263,-12.183919,1.564045,93.562142,6.818850
1.22000,7.994316,-12.676491,3.335675,98.042911,6.785539
1.22500,7.996052,-11.727280,2.000838,96.172003,6.933938
1.23000,7.997474,-11.465448,3.420778,94.982895,6.819509
1.23500,7.998579,-12.636410,-0.251643,98.730809,6.604351
1.24000,7.999368,-12.781944,-5.674382,97.433499,6.758222
1.24500,7.999842,-12.187020,-4.836858,97.591994,6.632868
1.25000,8.000000,-12.781596,-2.206123,95.813647,6.506641
1.25500,7.999842,-11.819861,-4.281631,97.110468,6.781164
1.26000,7.999368,-12.486060,-3.380816,97.028942,6.969508
1.26500,7.998579,-11.689957,-1.041650,94.509264,6.842067
1.27000,7.997474,-12.144173,-0.311993,97.228798,6.721037
1.27500,7.996052,-11.943913,-1.813443,96.347739,6.745111
1.28000,7.994316,-11.720973,1.319886,98.134298,6.953147
1.28500,7.992263,-12.081810,7.781946,98.193334,6.855998
1.29000,7.989896,-12.419474,-3.964451,95.908821,6.845048
1.29500,7.987212,-11.608176,-2.150892,95.982785,6.834643
1.30000,7.984214,-12.604878,-4.580088,96.952213,6.843328
1.30500,7.980900,-11.395014,4.732690,97.523519,6.919363
1.31000,7.977271,-12.236106,3.766381,96.272078,6.892982
1.31500,7.973327,-12.197440,-5.085027,96.637581,6.857916
1.32000,7.969069,-11.805671,2.258461,97.509021,6.730263
1.32500,7.964496,-11.790827,-5.248895,97.290602,6.884041
1.33000,7.959608,-11.747594,2.002035,98.172373,6.762184
1.33500,7.954406,-12.568625,0.569486,97.069987,6.937873
1.34000,7.948890,-12.315775,0.795116,95.723809,6.698343
1.34500,7.943061,-11.795647,-6.542593,94.669195,6.808931
1.35000,7.936918,-11.775456,1.425667,97.721646,6.818779
1.35500,7.930461,-11.961739,1.474446,96.340470,6.683378
1.36000,7.923691,-11.371681,6.093566,96.301782,6.984791
1.36500,7.916609,-11.978893,1.335812,96.345703,6.954600
1.37000,7.909214,-11.500761,0.689946,94.787898,6.757640
1.37500,7.901507,-11.430046,-1.902871,96.163150,6.876845
1.38000,7.893488,-11.728459,3.162820,93.489551,6.832695
1.38500,7.885157,-11.943783,4.346029,96.072025,6.527953
1.39000,7.876515,-11.541273,4.135063,95.439792,6.809492
1.39500,7.867562,-11.651390,4.805360,98.652560,6.772698
1.40000,7.858298,-11.566783,0.551688,96.941756,6.781344
1.40500,7.848724,-12.175924,-4.422834,96.097719,6.659058
1.41000,7.838840,-11.604262,1.629933,96.487383,6.733582
1.41500,7.828647,-11.118184,7.249079,97.101292,6.736088
1.42000,7.818145,-11.889674,6.451854,95.260245,6.866061
1.42500,7.807334,-11.698182,-1.271294,95.818514,6.773421
1.43000,7.796215,-11.840655,9.870216,95.595079,6.731969
1.43500,7.784788,-11.355929,7.169062,98.909697,6.878003
1.44000,7.773054,-12.571325,5.041725,95.946004,6.661332
1.44500,7.761013,-11.023243,-2.278079,93.423053,6.669759
1.45000,7.748665,-11.460157,4.517361,96.636834,6.518360
1.45500,7.736012,-11.751317,5.638228,98.684160,6.848778
1.46000,7.723053,-11.523792,10.780123,94.350361,6.779244
1.46500,7.709789,-11.148286,0.172482,99.556026,6.765266
1.47000,7.696221,-11.445359,0.869982,95.214211,6.730951
1.47500,7.682349,-11.300270,6.860791,96.378826,6.665246
1.48000,7.668174,-11.058039,6.740906,94.394222,6.665796
1.48500,7.653696,-11.469073,5.739168,94.630813,6.608712
1.49000,7.638916,-11.209001,0.149287,93.359752,6.603040
1.49500,7.623835,-10.881152,-0.333876,93.445536,6.618091
1.50000,7.608452,-11.240525,3.349975,92.016373,6.753035
1.50500,7.592769,-11.712368,4.264235,95.825238,6.645972
1.51000,7.576786,-11.107688,6.085355,92.943097,6.572903
1.51500,7.560505,-10.555703,-0.477005,94.626109,6.508912
1.52000,7.543924,-11.516349,-3.892922,94.436094,6.491269
1.52500,7.527046,-11.169699,6.991906,93.116375,6.703059
1.53000,7.509871,-11.155602,2.217168,93.803220,6.580694
1.53500,7.492399,-10.940396,2.077334,93.479484,6.523863
1.54000,7.474632,-11.455255,6.573670,92.842128,6.469318
1.54500,7.456569,-11.266444,-3.077261,93.336027,6.379548
1.55000,7.438212,-10.416273,2.702493,93.173469,6.470311
1.55500,7.419561,-10.916065,1.415004,91.720249,6.550634
1.56000,7.400618,-11.435671,4.739544,91.217604,6.409682
1.56500,7.381382,-10.821058,2.757731,91.579834,6.411849
1.57000,7.361855,-11.095762,5.697309,92.566054,6.397826
1.57500,7.342037,-10.452380,-2.188166,93.899941,6.416042
1.58000,7.321929,-11.736214,1.327962,93.819189,6.230359
1.58500,7.301533,-10.993462,-0.422147,92.240704,6.350926
1.59000,7.280848,-10.596329,7.525286,92.808701,6.273267
1.59500,7.259875,-11.503502,8.363350,91.621507,6.431525
1.60000,7.238616,-11.255136,3.611368,92.601916,6.249579
1.60500,7.217072,-10.715156,6.148844,91.223474,6.368137
1.61000,7.195242,-10.866214,2.497137,91.334814,6.446355
1.61500,7.173128,-10.975781,0.839934,90.308866,6.245341
1.62000,7.150731,-10.689655,9.011315,90.429421,6.199327
1.62500,7.128052,-11.362908,3.120067,92.502729,6.261333
1.63000,7.105092,-11.100623,9.067029,88.553689,6.224288
1.63500,7.081850,-9.997484,13.330467,89.774631,6.107057
1.64000,7.058330,-10.952276,-1.073626,88.830326,6.234577
1.64500,7.034530,-10.467525,6.083052,90.466110,6.371872
1.65000,7.010453,-10.636288,2.452069,91.260641,6.125495
1.65500,6.986100,-10.221463,5.436408,88.458979,6.112128
1.66000,6.961470,-10.406373,-5.513013,85.250860,6.008645
1.66500,6.936566,-10.339014,6.358974,89.086655,6.125875
1.67000,6.911387,-9.986213,0.476787,88.837659,5.949393
1.67500,6.885936,-10.299122,5.198985,85.810884,5.943549
1.68000,6.860213,-11.103009,5.821079,87.293108,6.162474
1.68500,6.834219,-10.632787,7.475960,87.243537,5.923267
1.69000,6.807956,-9.727498,4.205566,84.270837,6.101671
1.69500,6.781423,-9.840478,5.466904,87.607463,6.125214
1.70000,6.754623,-10.338604,3.056274,87.053147,5.977447
1.70500,6.727557,-10.863328,-1.865110,86.536818,5.985600
1.71000,6.700224,-10.459587,1.832212,84.690347,6.104172
1.71500,6.672627,-9.258615,2.350582,84.829989,5.867166
1.72000,6.644767,-9.584803,3.060688,84.640373,5.805474
1.72500,6.616645,-9.534117,5.074048,85.695797,5.707097
1.73000,6.588261,-10.669237,5.429152,83.637822,5.824346
1.73500,6.559617,-10.521230,8.849387,86.300417,5.945621
1.74000,6.530714,-10.161025,12.602738,84.690865,5.870659
1.74500,6.501553,-10.436180,0.420154,81.299524,5.657038
1.75000,6.472136,-9.784210,5.278426,85.664061,5.642344
1.75500,6.442463,-10.240690,6.480060,83.511931,5.653914
1.76000,6.412536,-9.547117,3.754101,82.343825,5.709853
1.76500,6.382356,-9.792081,7.553140,82.818569,5.635962
1.77000,6.351923,-9.887669,-4.292747,80.167979,5.653727
1.77500,6.321240,-9.339788,7.589326,82.286166,5.637468
1.78000,6.290307,-9.379309,4.071481,78.756274,5.553102
1.78500,6.259126,-9.465458,-2.691806,80.166255,5.554062
1.79000,6.227698,-9.624886,3.938849,82.714305,5.553618
1.79500,6.196024,-9.447932,12.859289,82.268586,5.499139
1.80000,6.164106,-10.179341,4.641394,79.989695,5.532386
1.80500,6.131944,-10.145746,13.484723,78.891964,5.643527
1.81000,6.099540,-9.566570,14.163861,80.849806,5.489411
1.81500,6.066895,-9.181007,6.425872,79.312409,5.409472
1.82000,6.034011,-8.459753,4.034377,79.280444,5.208554
1.82500,6.000889,-8.977072,8.134984,79.430417,5.389626
1.83000,5.967529,-9.502082,11.278175,77.010440,5.128921
1.83500,5.933934,-9.244675,12.726253,78.918077,5.155688
1.84000,5.900105,-9.517312,6.864673,75.029165,5.355122
1.84500,5.866043,-8.961934,1.959426,79.003360,5.312760
1.85000,5.831749,-8.930892,11.755797,74.956024,5.199304
1.85500,5.797225,-8.858437,-1.824227,75.727566,5.015142
1.86000,5.762472,-8.679738,4.712829,75.303566,5.121106
1.86500,5.727492,-8.309744,5.939861,76.621957,5.062003
1.87000,5.692285,-8.405529,7.764670,76.263445,5.165251
1.87500,5.656854,-9.114607,3.301777,75.410650,5.298877
1.88000,5.621200,-8.234904,6.403062,75.247241,5.065557
1.88500,5.585323,-8.950528,9.523902,74.768328,4.936660
1.89000,5.549226,-8.319857,6.040026,73.718907,4.868160
1.89500,5.512910,-8.384979,2.483728,71.090964,4.950272
1.90000,5.476377,-7.675301,9.138628,70.213194,4.908478
1.90500,5.439627,-8.358104,6.652447,69.817862,4.780952
1.91000,5.402662,-8.301456,2.015918,72.151747,4.877848
1.91500,5.365485,-8.320368,3.125957,71.526733,4.720637
1.92000,5.328095,-7.795768,13.742296,71.224927,4.916822
1.92500,5.290495,-7.967584,5.409604,71.255417,4.881205
1.93000,5.252686,-8.150114,8.353710,70.281196,4.852567
1.93500,5.214670,-7.639068,4.224980,68.934549,4.665402
1.94000,5.176448,-7.056801,5.597102,67.901820,4.733191
1.94500,5.138021,-7.197877,6.070762,66.997871,4.637021
1.95000,5.099392,-7.192828,4.237723,70.359518,4.579713
1.95500,5.060561,-7.976487,9.445462,69.555846,4.552913
1.96000,5.021531,-7.735612,10.705457,66.372782,4.424749
1.96500,4.982302,-7.572344,9.741340,67.252734,4.378176
1.97000,4.942877,-8.284691,4.795083,67.686248,4.570032
1.97500,4.903256,-6.811235,3.872297,68.651359,4.438830
1.98000,4.863442,-8.057174,-1.691666,65.535300,4.446993
1.98500,4.823436,-7.238393,10.929869,66.036734,4.492803
1.99000,4.783240,-7.854405,5.278854,66.786095,4.185872
1.99500,4.742855,-7.232686,1.615818,62.811378,4.247734
2.00000,4.702282,-6.883017,1.916139,63.581785,4.310472
2.00500,4.661524,-6.948358,9.905670,63.972273,4.298654
2.01000,4.620582,-7.458118,5.506810,62.684716,4.187919
2.01500,4.579457,-7.310586,9.792939,65.677691,4.294902
2.02000,4.538152,-6.597699,7.494613,63.698314,4.178864
2.02500,4.496667,-6.946051,10.607402,62.415655,4.002068
2.03000,4.455005,-6.809589,7.846204,60.538650,3.996017
2.03500,4.413167,-6.408874,-4.874847,62.295966,4.135395
2.04000,4.371155,-7.770746,12.406245,61.538803,4.066498
2.04500,4.328970,-6.565335,1.607878,59.665330,3.794998
2.05000,4.286614,-6.087083,13.091433,59.286704,4.085191
2.05500,4.244089,-5.808870,7.519933,57.554485,3.974952
2.06000,4.201397,-6.198539,3.782041,58.761375,4.014294
2.06500,4.158539,-6.720241,4.876404,59.427370,3.805857
2.07000,4.115516,-5.954972,3.639089,59.105802,3.779058
2.07500,4.072331,-5.516926,8.558271,58.104655,3.660088
2.08000,4.028986,-6.488448,9.177102,57.911984,3.991092
2.08500,3.985481,-6.458056,1.646272,55.696366,3.683366
2.09000,3.941819,-6.157623,-0.436186,55.345963,3.823736
2.09500,3.898001,-6.200327,12.404823,56.889611,3.563549
2.10000,3.854029,-6.806481,8.735819,55.471954,3.608295
2.10500,3.809906,-6.875044,1.760340,53.452256,3.387849
2.11000,3.765631,-6.374086,11.369976,54.527480,3.480123
2.11500,3.721209,-6.028678,12.131753,54.423050,3.580084
2.12000,3.676639,-5.523275,9.235643,53.764980,3.319127
2.12500,3.631924,-5.853412,9.415436,52.524151,3.514700
2.13000,3.587066,-5.496319,5.120230,51.252100,3.403760
2.13500,3.542066,-4.938977,-4.719162,51.853090,3.227965
2.14000,3.496926,-4.201614,10.336307,52.914998,3.244696
2.14500,3.451648,-5.007284,4.105534,50.511465,3.211235
2.15000,3.406234,-5.703242,15.627678,48.998582,3.214405
2.15500,3.360686,-4.823231,5.737108,49.703295,3.127690
2.16000,3.315005,-5.166474,9.792591,47.265004,3.060427
2.16500,3.269193,-4.955995,4.321668,48.519080,3.074554
2.17000,3.223251,-4.631808,1.509129,47.347646,2.963861
2.17500,3.177183,-4.641291,5.350972,48.348138,2.899086
2.18000,3.130989,-5.432650,16.236525,46.776110,2.984827
2.18500,3.084672,-5.292846,7.641843,47.394799,3.039371
2.19000,3.038233,-4.643991,-0.580508,48.381034,2.758943
