time_s,piston_pos_mm,inlet_air_pressure,inlet_air_flow,outlet_water_pressure,outlet_water_flow
0.22500,4.682142,-5.891975,-26.456405,20.271457,2.035792
0.23000,4.815089,-5.742139,-24.705401,19.848445,2.043589
0.23500,4.944711,-6.860606,-23.434423,18.329674,2.475425
0.24000,5.071094,-7.285726,-23.752310,25.703182,2.687815
0.24500,5.194316,-6.912946,-23.230038,27.111833,2.648508
0.25000,5.314458,-8.227907,-22.235797,26.417666,3.128934
0.25500,5.431597,-8.911203,-21.775522,27.211932,3.201214
0.26000,5.545807,-8.023214,-20.286414,29.528499,3.331378
0.26500,5.657162,-8.387619,-21.166757,29.270736,3.457935
0.27000,5.765733,-8.730185,-19.616977,35.140731,3.704161
0.27500,5.871589,-8.242450,-19.570199,37.692071,3.517162
0.28000,5.974800,-7.986434,-19.992066,38.672244,3.975947
0.28500,6.075430,-9.070022,-18.312105,38.738911,4.135638
0.29000,6.173544,-10.150426,-17.392134,40.522495,3.934462
0.29500,6.269205,-10.099864,-16.403514,42.981253,4.416275
0.30000,6.362475,-9.719116,-18.001540,47.349329,4.482625
0.30500,6.453413,-9.398953,-17.021195,43.774829,4.795526
0.31000,6.542078,-9.407642,-16.065441,47.300505,4.762388
0.31500,6.628526,-9.202335,-17.594437,47.704506,4.976964
0.32000,6.712813,-8.294202,-15.623004,48.425573,5.179412
0.32500,6.794993,-10.472653,-14.630413,53.619683,5.137474
0.33000,6.875118,-9.239430,-13.183511,57.195697,5.502973
0.33500,6.953240,-10.178267,-13.917292,54.308647,5.532308
0.34000,7.029409,-10.062457,-14.752744,60.564865,5.756097
0.34500,7.103674,-10.518482,-13.106918,61.712147,5.729754
0.35000,7.176082,-9.682584,-12.512460,63.081850,6.099081
0.35500,7.246680,-9.951019,-14.234969,66.813308,6.145134
0.36000,7.315513,-9.625452,-12.257892,64.233101,6.140389
0.36500,7.382625,-9.327278,-10.876028,70.904204,6.373917
0.37000,7.448059,-11.728413,-11.575463,68.384191,6.574774
0.37500,7.511858,-10.999384,-11.605970,72.047584,6.755992
0.38000,7.574061,-10.420315,-11.970244,69.233856,6.337819
0.38500,7.634710,-10.440560,-11.596615,76.335071,6.802809
0.39000,7.693842,-10.840731,-9.348794,75.930626,6.824229
0.39500,7.751496,-11.766633,-10.515336,76.255415,6.819203
0.40000,7.807709,-10.009721,-9.611115,76.826898,6.755279
0.40500,7.862516,-12.085042,-9.138389,81.025331,7.171156
0.41000,7.915953,-10.918845,-9.074982,84.965624,6.852585
0.41500,7.968054,-11.925999,-9.382432,84.716004,7.192641
0.42000,8.018853,-11.909943,-8.939979,84.272983,7.361275
0.42500,8.068381,-11.208087,-10.116939,84.755723,6.970687
0.43000,8.116672,-12.441600,-9.461391,85.512350,7.216387
0.43500,8.163755,-11.425667,-8.498178,88.389698,7.106467
0.44000,8.209661,-11.966339,-7.483048,86.923266,7.383138
0.44500,8.254420,-12.804309,-6.296196,90.821701,7.612842
0.45000,8.298059,-12.225648,-8.153982,95.207173,7.722804
0.45500,8.340608,-12.086699,-6.658081,93.882774,7.171649
0.46000,8.382093,-11.860973,-6.867604,94.810153,7.380818
0.46500,8.422540,-11.641790,-7.640446,94.940294,7.598437
0.47000,8.461977,-13.379183,-7.260508,98.827024,7.751780
0.47500,8.500427,-13.043407,-7.816993,99.665391,7.592168
0.48000,8.537917,-13.081096,-6.072385,102.343593,7.428716
0.48500,8.574469,-13.593464,-5.290906,98.704142,7.600298
0.49000,8.610107,-11.385827,-6.625626,98.702919,7.562813
0.49500,8.644854,-13.070151,-6.262571,100.654446,7.542818
0.50000,8.678733,-13.017894,-5.559447,100.128857,7.468767
0.50500,8.711765,-13.148529,-5.413667,103.459753,7.645385
0.51000,8.743971,-13.519255,-6.424571,103.385707,7.637505
0.51500,8.775371,-12.363766,-5.262242,103.172099,7.579513
0.52000,8.805987,-12.929126,-5.671662,105.600024,7.562155
0.52500,8.835837,-13.529503,-4.388636,108.520730,7.401504
0.53000,8.864941,-13.336976,-4.655956,108.509263,7.524371
0.53500,8.893318,-12.901500,-5.946718,106.186667,7.783218
0.54000,8.920985,-13.011988,-4.878633,108.165828,7.570446
0.54500,8.947960,-12.683847,-4.116943,109.284373,7.380125
0.55000,8.974261,-12.451329,-4.550602,110.522777,7.803638
0.55500,8.999905,-13.679647,-5.389179,108.809449,7.681368
0.56000,9.024907,-14.045426,-5.737436,107.206034,7.922764
0.56500,9.049284,-13.745293,-4.939848,111.130087,7.611716
0.57000,9.073052,-13.381120,-4.669477,108.671625,7.533275
0.57500,9.096226,-13.915129,-4.656469,110.321153,7.384830
0.58000,9.118820,-13.335025,-5.462040,110.868190,7.810297
0.58500,9.140850,-14.398415,-3.675420,113.740415,8.003654
0.59000,9.162329,-13.642995,-3.639458,111.023623,7.490433
0.59500,9.183270,-13.431501,-4.413819,112.653653,7.521777
0.60000,9.203689,-14.249789,-3.152483,112.084613,7.717095
0.60500,9.223596,-13.212677,-3.413190,111.589166,7.505938
0.61000,9.243007,-12.651771,-3.883428,114.873789,7.598690
0.61500,9.261931,-15.830138,-3.149510,112.171725,7.594821
0.62000,9.280383,-14.342901,-3.785668,114.371092,7.686589
0.62500,9.298373,-13.970999,-2.991539,114.119410,7.834324
0.63000,9.315914,-13.362166,-4.269166,109.658999,7.681520
0.63500,9.333016,-14.576164,-3.303671,110.224480,7.830063
0.64000,9.349691,-13.820953,-4.088961,107.103416,7.638358
0.64500,9.365949,-13.007118,-2.570149,114.641408,7.765782
0.65000,9.381800,-13.784634,-1.867282,114.663277,7.403679
0.65500,9.397255,-14.377242,-1.430438,113.063015,7.523546
0.66000,9.412324,-14.420806,-2.897746,113.142539,7.881738
0.66500,9.427015,-13.894442,-3.644467,113.651816,7.686472
0.67000,9.441340,-13.777939,-1.980041,113.045947,7.881778
0.67500,9.455307,-13.849261,-2.055623,114.375579,7.893387
0.68000,9.468924,-14.115768,-3.165666,114.429413,8.030209
0.68500,9.482201,-15.590789,-1.749787,112.635679,7.970602
0.69000,9.495146,-14.723417,-2.144467,117.660064,8.020540
0.69500,9.507767,-14.400388,-1.424721,116.803383,7.867304
0.70000,9.520073,-14.101004,-2.723609,113.786146,7.797023
0.70500,9.532071,-13.872525,-2.889054,119.364562,7.811360
0.71000,9.543769,-14.671999,-2.334244,119.995848,7.868062
0.71500,9.555175,-13.801438,-2.243558,117.415771,7.789777
0.72000,9.566296,-13.246573,-1.664129,117.340441,7.898276
0.72500,9.577138,-13.969206,-1.984786,113.537179,7.987284
0.73000,9.587710,-13.799854,-1.820133,114.136416,8.059309
0.73500,9.598017,-14.621562,-1.175070,111.431587,7.988586
0.74000,9.608067,-15.024517,-2.147087,113.954445,7.765968
0.74500,9.617865,-14.052393,-2.306028,116.977291,8.067341
0.75000,9.627418,-14.136144,-0.980162,114.015417,8.131365
0.75500,9.636733,-13.702715,-2.334364,111.305378,8.280710
0.76000,9.645815,-14.649305,-2.215708,118.393013,8.221305
0.76500,9.654669,-15.127388,-1.928161,119.202371,8.052419
0.77000,9.663303,-15.133632,-1.862221,118.251812,8.057179
0.77500,9.671720,-14.317705,-0.528640,111.726572,8.490852
0.78000,9.679927,-15.811049,-2.755174,116.829963,8.315520
0.78500,9.687929,-13.639085,-1.061759,113.292034,8.494923
0.79000,9.695731,-14.809181,-1.142390,114.811717,8.555239
0.79500,9.703337,-14.548151,-1.980650,116.652724,8.119804
0.80000,9.710754,-14.741421,-1.084684,118.483629,8.317036
0.80500,9.717985,-13.525951,-0.848770,113.873545,8.341173
0.81000,9.725035,-15.465395,-0.429278,114.511843,8.369030
0.81500,9.731910,-14.116920,-1.018974,112.581319,8.378063
0.82000,9.738612,-14.325329,-1.791895,115.367398,8.337301
0.82500,9.745146,-13.827227,0.041074,113.296288,8.343478
0.83000,9.751518,-14.051675,-1.023587,114.378890,8.097472
0.83500,9.757730,-15.337139,-0.547271,117.142287,8.310612
0.84000,9.763787,-15.728628,-0.921142,115.529245,8.230295
0.84500,9.769692,-16.102961,-0.883866,115.872343,8.371474
0.85000,9.775450,-14.886366,-0.798735,116.278025,8.288173
0.85500,9.781063,-14.366141,-1.994578,117.466438,8.460534
0.86000,9.786537,-14.593889,-0.282120,118.787347,8.497212
0.86500,9.791873,-14.977834,-0.191651,113.345901,8.424858
0.87000,9.797077,-14.381393,-0.373235,112.451840,8.430964
0.87500,9.802150,-15.679212,-0.819412,117.109156,8.401347
0.88000,9.807096,-13.890939,-2.421799,117.566102,8.322783
0.88500,9.811919,-13.753390,-1.419298,119.142840,8.369460
0.89000,9.816621,-13.932137,-0.845181,117.903134,8.321938
0.89500,9.821205,-14.268394,-1.342911,120.023662,8.459320
0.90000,9.825675,-13.589399,-0.489512,117.463928,8.404447
0.90500,9.830033,-15.723941,-0.270080,115.059971,8.492770
0.91000,9.834282,-15.477057,-0.947477,118.677543,8.202822
0.91500,9.838425,-14.764770,-1.795774,114.658372,8.542092
0.92000,9.842465,-14.785370,-1.950773,115.180685,8.291114
0.92500,9.846403,-15.016662,-1.292566,117.625550,8.296009
0.93000,9.850243,-14.454667,-0.079549,116.269478,8.378232
0.93500,9.853987,-15.018574,0.326835,118.920644,8.322511
0.94000,9.857637,-13.715355,-0.654596,116.172004,8.452802
0.94500,9.861196,-14.770642,-0.162538,121.012782,8.320552
0.95000,9.864666,-16.415207,0.129405,114.928292,8.244613
0.95500,9.868050,-15.113352,0.072380,118.745418,8.278256
0.96000,9.871348,-15.316179,-1.127293,116.296053,8.606890
0.96500,9.874565,-15.823443,-1.842990,120.436950,8.412847
0.97000,9.877701,-14.202609,-0.797564,116.212747,8.227294
0.97500,9.880758,-15.517703,-0.769884,119.190582,8.405999
0.98000,9.883739,-16.112734,-1.597343,110.763533,8.166637
0.98500,9.886646,-15.142226,-0.051590,116.095196,8.676360
0.99000,9.889479,-13.637812,0.183972,121.343694,8.170099
0.99500,9.892242,-14.840247,-0.592692,118.260361,8.475116
1.00000,9.894936,-13.596556,-1.677426,118.101870,8.484470
1.00500,9.897563,-14.425928,0.167031,119.911331,8.179842
1.01000,9.900124,-13.632213,-1.759677,123.279320,8.446492
1.01500,9.902621,-14.419564,-0.574342,115.755290,8.552529
1.02000,9.905055,-14.472691,0.253269,118.029871,8.471552
1.02500,9.907429,-16.891342,-0.603555,117.277690,8.439973
1.03000,9.909743,-15.836338,0.346913,119.861259,8.545005
1.03500,9.912000,-15.849657,-0.074229,116.873606,8.424936
1.04000,9.914200,-15.118825,0.378526,115.080606,8.452025
1.04500,9.916345,-14.273604,0.820301,115.223642,8.381810
1.05000,9.918436,-14.428517,0.323933,120.016755,8.498111
1.05500,9.920475,-14.523919,-0.402496,119.098732,8.258811
1.06000,9.922463,-16.242435,-0.238312,120.560274,8.524077
1.06500,9.924402,-15.634722,-0.862433,115.285958,8.327173
1.07000,9.926292,-15.082809,-0.277810,116.853139,8.238982
1.07500,9.928134,-14.611827,-1.063286,117.677330,8.462343
1.08000,9.929931,-14.858412,-0.428780,120.747797,8.666271
1.08500,9.931683,-15.578383,-1.351262,119.919627,8.556190
1.09000,9.933391,-15.965772,1.020754,118.630728,8.332402
1.09500,9.935056,-14.309186,0.085793,116.867203,8.519281
1.10000,9.936679,-15.653500,-0.036801,119.500117,8.345297
1.10500,9.938262,-15.093563,0.082453,118.099286,8.397580
1.11000,9.939806,-14.975288,-1.135572,121.094526,8.432155
1.11500,9.941311,-14.668971,-0.189839,122.990281,8.067045
1.12000,9.942778,-15.494952,-0.646858,119.502938,8.451953
1.12500,9.944209,-15.800318,-0.140607,116.851689,8.267848
1.13000,9.945603,-15.122368,0.359996,124.472797,8.320800
1.13500,9.946963,-15.585278,-0.491564,120.723004,8.204573
1.14000,9.948289,-14.891816,-0.843993,120.540999,8.200493
1.14500,9.949582,-16.019559,-0.124470,119.656485,8.290341
1.15000,9.950842,-15.266443,-0.132378,119.809190,8.562613
1.15500,9.952071,-15.855845,-0.050102,119.663883,8.693255
1.16000,9.953270,-13.536089,-0.133036,120.054482,8.437654
1.16500,9.954438,-16.223223,0.655938,116.263171,8.610489
1.17000,9.955577,-15.357289,-0.012632,117.987495,8.406057
1.17500,9.956687,-15.224642,0.105372,119.359723,8.157023
1.18000,9.957770,-15.388813,-0.536650,119.895118,8.473962
1.18500,9.958826,-15.876355,-0.656176,120.019145,8.521415
1.19000,9.959855,-15.657962,0.079526,120.543224,8.390328
1.19500,9.960859,-15.134390,-0.276240,115.678826,8.504079
1.20000,9.961838,-13.999154,-1.415148,117.547189,8.547522
1.20500,9.962792,-14.114193,0.172857,118.208166,8.330587
1.21000,9.963722,-13.760720,-0.255569,119.956291,8.239082
1.21500,9.964629,-15.320064,0.214927,119.264031,8.432656
1.22000,9.965513,-14.834679,0.120789,123.980846,8.436158
1.22500,9.966375,-14.059476,-0.161057,118.878019,8.416428
1.23000,9.967216,-14.564443,-0.880619,119.184020,8.622649
1.23500,9.968035,-14.778164,-0.211883,116.363108,8.737013
1.24000,9.968835,-14.859061,-0.438319,123.677713,8.411820
1.24500,9.969614,-14.349526,-0.052916,119.912543,8.583566
1.25000,9.970373,-15.290413,0.262640,119.493580,8.621964
1.25500,9.971114,-14.716320,0.029424,118.351045,8.588599
1.26000,9.971836,-15.479815,-0.859476,119.941862,8.640906
1.26500,9.972540,-14.418562,-1.156686,119.000224,8.422926
1.27000,9.973227,-14.551403,0.193937,122.396043,8.596309
1.27500,9.973896,-14.950101,-1.331381,118.019896,8.793350
1.28000,9.974549,-15.843389,0.253989,118.833801,8.608058
1.28500,9.975185,-15.026539,0.147524,118.625079,8.391752
1.29000,9.975805,-13.852112,-0.803287,121.056503,8.579842
1.29500,9.976410,-15.328659,-0.554368,120.501443,8.680443
1.30000,9.977000,-14.737700,-0.509402,121.918809,8.544788
1.30500,9.977575,-16.151794,-0.490004,120.963605,8.403111
1.31000,9.978136,-15.691308,-0.025198,121.030055,8.724988
1.31500,9.978682,-14.999072,-1.084813,119.915256,8.299332
1.32000,9.979215,-14.368377,0.192243,121.759275,8.567178
1.32500,9.979735,-14.422500,-0.490466,120.849015,8.488214
1.33000,9.980241,-15.390174,-0.471376,120.522617,8.308822
1.33500,9.980735,-13.700781,0.363863,116.331062,8.677176
1.34000,9.981217,-16.870689,0.125086,118.792439,8.544354
1.34500,9.981687,-16.008387,-1.298155,118.313163,8.313366
1.35000,9.982144,-14.263031,-0.510042,115.869075,8.583238
1.35500,9.982591,-14.116258,-0.682538,122.637460,8.425607
1.36000,9.983026,-13.815304,0.652248,122.944934,8.201137
1.36500,9.983450,-15.587274,-0.235059,122.158303,8.386284
1.37000,9.983864,-15.952516,-0.022508,121.045513,8.531518
1.37500,9.984267,-16.002147,0.267667,123.026322,8.588193
1.38000,9.984661,-15.658673,0.861096,116.172654,8.516344
1.38500,9.985044,-14.708136,-0.136574,122.561994,8.497835
1.39000,9.985418,-15.275675,0.114969,115.416272,8.562494
1.39500,9.985783,-15.275824,0.621128,120.147919,8.458437
1.40000,9.986138,-14.584874,-0.142853,120.058718,8.670013
1.40500,9.986485,-15.155425,1.022234,120.913609,8.512951
1.41000,9.986823,-14.892990,0.537449,121.218716,8.534936
1.41500,9.987152,-14.005281,0.249760,121.344485,8.572422
1.42000,9.987473,-15.491084,1.126447,118.287054,8.328452
1.42500,9.987786,-14.947043,0.169457,118.338801,8.381366
1.43000,9.988092,-15.538631,1.477002,118.001549,8.722614
1.43500,9.988389,-14.512236,-0.023150,120.083620,8.540411
1.44000,9.988680,-15.812080,0.356585,119.063064,8.445996
1.44500,9.988963,-15.652847,0.328697,116.362959,8.541084
1.45000,9.989239,-14.565137,-0.246681,121.884602,8.415394
1.45500,9.989508,-16.397826,-0.068529,117.340161,8.531275
1.46000,9.989770,-13.771516,0.635923,118.748084,8.387108
1.46500,9.990026,-14.589685,-1.111447,118.203848,8.530745
1.47000,9.990275,-15.137093,0.140772,118.196639,8.247889
1.47500,9.990518,-15.259130,1.458411,121.067756,8.691619
1.48000,9.990755,-14.668180,-0.227914,118.315768,8.410304
1.48500,9.990986,-14.739308,0.370351,116.709945,8.247338
1.49000,9.991212,-15.693835,0.041764,118.386930,8.454466
1.49500,9.991431,-14.919841,1.007670,117.589931,8.432072
1.50000,9.991646,-15.603150,2.006429,116.497607,8.512000
1.50500,9.991854,-15.366828,-0.648773,121.799332,8.314120
1.51000,9.992058,-15.030422,-0.421783,122.321843,8.549600
1.51500,9.992257,-14.963238,0.421966,116.711251,9.041924
1.52000,9.992450,-15.221142,1.220178,123.221619,8.294167
1.52500,9.992639,-15.078428,-1.419568,123.795750,8.540940
1.53000,9.992823,-15.295304,-0.210204,116.840200,8.442198
1.53500,9.993002,-15.227622,-0.071259,120.748286,8.519190
1.54000,9.993177,-13.952855,0.059466,119.241710,8.213602
1.54500,9.993348,-14.041491,1.133717,121.642981,8.314647
1.55000,9.993514,-15.619465,-0.047643,113.497716,8.560621
1.55500,9.993676,-16.489715,0.549899,121.201562,8.484886
1.56000,9.993834,-14.458489,-0.944355,119.062209,8.740492
1.56500,9.993989,-13.745910,0.215202,120.891882,8.383758
1.57000,9.994139,-15.158986,-0.303956,121.777770,8.518189
1.57500,9.994285,-14.742567,1.183389,114.759935,8.936295
1.58000,9.994428,-14.981943,0.366699,119.762341,8.375351
1.58500,9.994568,-14.770468,-0.503497,119.867469,8.354553
1.59000,9.994703,-15.342359,-0.050581,121.179071,8.487388
1.59500,9.994836,-15.007737,-0.410363,122.340015,8.486252
1.60000,9.994965,-15.156140,-0.503362,121.521692,8.622145
1.60500,9.995091,-15.185065,-0.105648,118.220673,8.513427
1.61000,9.995214,-14.877921,0.080967,121.424202,8.378509
1.61500,9.995333,-15.933712,-0.845866,118.259366,8.526516
1.62000,9.995450,-14.240226,-1.080034,121.563121,8.897114
1.62500,9.995564,-14.925063,0.435533,119.526787,8.688877
1.63000,9.995675,-14.854511,0.219658,119.517863,8.070674
1.63500,9.995783,-15.471313,0.032262,120.198792,8.473749
1.64000,9.995888,-16.364267,0.505293,116.468254,8.362182
1.64500,9.995991,-15.070321,-0.321683,119.223873,8.590892
1.65000,9.996091,-15.315381,-0.132834,117.335093,8.469780
1.65500,9.996189,-16.643245,1.104913,121.924225,8.791325
1.66000,9.996284,-14.211547,-0.668745,122.668876,8.638777
1.66500,9.996377,-13.971900,1.131156,116.801460,8.632777
1.67000,9.996468,-15.198633,0.424569,115.078641,8.525617
1.67500,9.996556,-14.677877,0.494811,120.446992,8.491214
1.68000,9.996642,-13.992759,-0.124884,118.695630,8.549460
1.68500,9.996726,-14.576321,0.710672,117.919937,8.695362
1.69000,9.996808,-16.942672,0.252894,124.876319,8.579453
1.69500,9.996888,-14.165410,-0.655085,119.039464,8.444518
1.70000,9.996965,-16.259045,-0.191620,117.717797,8.692775
1.70500,9.997041,-15.325478,-0.300998,119.341652,8.527693
1.71000,9.997115,-13.942934,0.346356,120.563790,8.486673
1.71500,9.997187,-15.567245,-0.005714,123.347691,8.377897
1.72000,9.997258,-16.039204,-0.074674,120.611816,8.412392
1.72500,9.997326,-15.100867,-0.762557,117.244948,8.401802
1.73000,9.997393,-15.224627,0.361246,118.891012,8.072911
1.73500,9.997458,-16.478097,-0.226722,123.929446,8.654139
1.74000,9.997522,-14.034862,-0.375897,116.196491,8.585496
1.74500,9.997584,-15.057288,-1.200164,119.853761,8.466439
1.75000,9.997644,-15.146395,0.274894,122.503201,8.658758
1.75500,9.997703,-14.997439,-0.240505,120.541553,8.566039
1.76000,9.997760,-14.965594,-0.928953,119.501327,8.555937
1.76500,9.997816,-14.132011,0.324217,118.053561,8.121711
1.77000,9.997871,-15.180595,-0.460286,120.313620,8.463739
1.77500,9.997924,-15.462992,0.500179,121.101534,8.580492
1.78000,9.997976,-14.727271,-0.443050,120.452800,8.744884
1.78500,9.998027,-14.850446,0.943118,122.188687,8.780064
1.79000,9.998076,-14.582622,0.235169,120.417496,8.716825
1.79500,9.998124,-15.630350,-1.074657,122.772579,8.322058
1.80000,9.998171,-14.722923,0.140449,120.288053,8.163975
1.80500,9.998217,-14.651407,-2.140927,121.951915,8.586275
1.81000,9.998261,-15.733008,-0.624069,119.285106,8.503431
1.81500,9.998305,-14.684037,0.470257,123.755420,8.646043
1.82000,9.998347,-15.059161,-0.507786,122.705351,8.479956
1.82500,9.998389,-14.078683,0.120176,121.488408,8.532658
1.83000,9.998429,-13.906114,0.555855,117.857798,8.270252
1.83500,9.998468,-14.817865,0.368055,120.407263,8.567415
1.84000,9.998506,-15.801582,0.867358,113.647546,8.431155
1.84500,9.998544,-15.064424,-0.640013,119.214600,8.552392
1.85000,9.998580,-15.636620,-0.168830,120.354980,8.569052
1.85500,9.998616,-15.590127,0.181948,118.128090,8.481045
1.86000,9.998650,-14.194269,0.398080,120.347900,8.547230
1.86500,9.998684,-14.665426,-0.880732,121.442580,8.496790
1.87000,9.998717,-15.250552,-0.987555,123.918061,8.614663
1.87500,9.998749,-15.760207,-1.161440,120.045009,8.575356
1.88000,9.998780,-14.908531,-0.243810,116.623027,8.415296
1.88500,9.998811,-14.138918,0.291571,114.935897,8.409064
1.89000,9.998840,-14.646965,-0.266826,119.656895,8.764770
1.89500,9.998869,-14.890246,-0.062656,121.959064,8.483217
1.90000,9.998898,-14.875149,0.541065,122.441069,8.650016
1.90500,9.998925,-14.124543,-1.244473,120.230305,8.558704
1.91000,9.998952,-14.455228,-0.487292,118.589390,8.412612
1.91500,9.998978,-14.911908,-1.166877,118.496459,8.384401
1.92000,9.999004,-16.434643,0.688835,119.715901,8.516990
1.92500,9.999029,-14.556986,0.077457,120.217867,8.537817
1.93000,9.999053,-14.895675,0.834176,121.313935,8.592392
1.93500,9.999077,-15.047371,-1.622038,120.282681,8.305376
1.94000,9.999100,-14.256612,-1.105868,124.363144,8.407944
1.94500,9.999122,-15.550462,-0.573310,120.364486,8.484208
1.95000,9.999144,-14.814115,0.067366,121.094313,8.742912
1.95500,9.999166,-14.931688,0.103639,122.286838,8.138628
1.96000,9.999187,-15.990027,0.359681,122.077766,8.565719
1.96500,9.999207,-15.158068,0.305700,118.634012,8.416354
1.97000,9.999227,-14.932703,-0.888328,116.528190,8.564581
1.97500,9.999246,-14.284328,-0.653817,117.218653,8.423734
1.98000,9.999265,-14.654049,-0.632429,120.833651,8.554437
1.98500,9.999283,-15.028880,0.799047,121.317593,8.737557
1.99000,9.999301,-14.508250,0.675697,120.780160,8.552916
1.99500,9.999319,-16.424459,0.375930,121.748307,8.565031
2.00000,9.994336,-15.302675,-0.163261,122.842836,8.555824
2.00500,9.984354,-15.537130,0.270967,118.380944,8.384470
2.01000,9.969371,-14.668617,0.391775,125.571029,8.581718
2.01500,9.949389,-13.834220,2.060561,125.796942,8.466878
2.02000,9.924406,-14.501826,1.360563,121.692009,8.374389
2.02500,9.894423,-14.305236,0.723678,119.661900,8.491580
2.03000,9.859441,-14.380749,1.472617,120.581000,8.461562
2.03500,9.819458,-13.813606,0.938090,116.978027,8.609376
2.04000,9.774476,-15.603490,3.796229,120.052571,8.485324
2.04500,9.724493,-14.478171,2.939614,118.207402,8.407612
2.05000,9.669511,-15.310534,4.559177,119.726917,8.705956
2.05500,9.609528,-14.999130,4.242422,119.195867,8.628784
2.06000,9.544546,-14.120334,6.312483,124.292729,8.664403
2.06500,9.474563,-13.946821,7.106104,117.899706,8.554422
2.07000,9.399581,-14.494212,7.609191,120.342815,8.434126
2.07500,9.319598,-13.589758,8.004081,118.692801,8.373985
2.08000,9.234616,-14.225662,11.039479,122.872028,8.380067
2.08500,9.144633,-14.185943,10.623374,121.600707,8.549513
2.09000,9.049651,-13.960945,11.221722,115.838832,8.401514
2.09500,8.949668,-13.805905,11.739362,116.821184,8.134780
2.10000,8.844686,-12.950133,12.702434,119.333355,8.328457
2.10500,8.734703,-12.867167,14.003324,117.147779,8.088417
2.11000,8.619720,-13.690196,14.388553,119.182225,8.296246
2.11500,8.499738,-13.390876,15.709092,118.078763,8.049986
2.12000,8.374755,-13.423548,15.622383,115.228449,7.999560
2.12500,8.244773,-12.569641,17.112926,116.536981,8.165081
2.13000,8.109790,-12.517396,17.574020,117.799956,8.085329
2.13500,7.969808,-12.238341,18.687870,116.156688,7.789512
2.14000,7.824825,-13.098094,19.184418,116.117216,8.098312
2.14500,7.674843,-11.975262,19.662736,116.083379,8.250484
2.15000,7.519860,-12.354694,20.702504,114.427925,7.625827
2.15500,7.359878,-12.426297,21.595603,116.972919,8.055759
2.16000,7.194895,-11.482611,22.466880,110.641144,7.594258
2.16500,7.024913,-11.498401,22.194623,113.663110,7.539574
2.17000,6.849930,-10.711618,24.347055,110.739294,7.498013
2.17500,6.669948,-10.477212,24.546046,111.898288,7.209655
2.18000,6.484965,-10.552995,26.131605,111.958462,7.527623
